,SALE TYPE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,SOURCE,MLS,LATITUDE,LONGITUDE
1940,MLS Listing,Single Family Residential,Tigard,OR,97224.0,514900.0,5.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2712.0,4791.0,2008.0,35.0,190.0,33.0,Active,RMLS,18385412,45.45291139624453,-122.80650020375548
1941,MLS Listing,Single Family Residential,Portland,OR,97202.0,514900.0,3.0,1.0,SELLWOOD,1504.0,4791.0,1925.0,1.0,342.0,0.0,Active,RMLS,18194775,45.479071037147776,-122.6359869628522
1942,MLS Listing,Single Family Residential,Portland,OR,97202.0,514900.0,3.0,2.0,WESTMORELAND,2563.0,2613.0,1909.0,7.0,201.0,0.0,Active,RMLS,18693430,45.48692082059887,-122.64394517940111
1945,MLS Listing,Single Family Residential,Portland,OR,97217.0,515000.0,4.0,2.0,OVERLOOK,2382.0,4356.0,1923.0,9.0,216.0,0.0,Active,RMLS,18220653,45.56899624885731,-122.6799161511427
1946,For-Sale-by-Owner Listing,Single Family Residential,Portland,OR,97217.0,515000.0,3.0,2.0,Portland,2068.0,5000.0,1902.0,44.0,249.0,0.0,Active,Fizber.com,4974470,45.54507182942173,-122.69171967057828
1947,MLS Listing,Single Family Residential,Portland,OR,97219.0,515000.0,4.0,2.5,"Portland West, Raleigh Hills",2380.0,9147.0,1970.0,44.0,216.0,0.0,Active,RMLS,18524664,45.46103686444335,-122.70313093555664
1948,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,515000.0,3.0,2.5,Berry Meadows,2229.0,6098.0,2018.0,36.0,231.0,0.0,Active,RMLS,18303159,45.41991973271253,-122.63213986728748
1949,MLS Listing,Single Family Residential,Portland,OR,97211.0,515000.0,4.0,1.0,PIEDMONT,2062.0,4791.0,1923.0,38.0,250.0,0.0,Active,RMLS,18402076,45.57188694115048,-122.66022575884952
1950,MLS Listing,Single Family Residential,Portland,OR,97229.0,515000.0,4.0,3.0,CEDAR MILL,2943.0,10018.0,1961.0,160.0,175.0,0.0,Active,RMLS,18574259,45.522805540150486,-122.78513275984952
1951,MLS Listing,Townhouse,Portland,OR,97217.0,515000.0,4.0,2.5,OVERLOOK,1836.0,2613.0,2004.0,29.0,281.0,0.0,Active,RMLS,18010720,45.57936068969943,-122.66737341030056
1952,MLS Listing,Condo/Co-op,Portland,OR,97205.0,515000.0,2.0,2.0,KING'S HEIGHTS / GOOSE HOLLOW,1123.0,6969.0,1965.0,84.0,459.0,695.0,Active,RMLS,18508978,45.52026984254876,-122.69837515745124
1953,MLS Listing,Townhouse,Portland,OR,97225.0,515000.0,2.0,2.5,RENAISSANCE AT PETERKORT WOODS,2121.0,1742.0,2007.0,17.0,243.0,312.0,Active,RMLS,18211602,45.52130959057136,-122.77635270942864
1954,MLS Listing,Single Family Residential,Portland,OR,97206.0,515000.0,3.0,2.0,SOUTH TABOR,1935.0,7405.0,1906.0,27.0,266.0,0.0,Active,RMLS,18233799,45.53392414772062,-122.57171975227938
1955,MLS Listing,Single Family Residential,Portland,OR,97206.0,515900.0,4.0,2.5,Portland Southeast,1965.0,6969.0,2018.0,22.0,263.0,0.0,Active,RMLS,18547522,45.49935984529103,-122.58389355470898
1957,MLS Listing,Single Family Residential,Portland,OR,97211.0,517000.0,4.0,2.5,Vernon / Woodlawn,2413.0,4791.0,1945.0,49.0,214.0,0.0,Active,RMLS,18040241,45.57595671536337,-122.64077068463664
1958,MLS Listing,Single Family Residential,Portland,OR,97239.0,517000.0,4.0,2.0,HILLSDALE,2006.0,13939.0,1952.0,1.0,258.0,0.0,Active,RMLS,18378532,45.492119033436445,-122.68948536656356
1959,MLS Listing,Single Family Residential,Tigard,OR,97223.0,517999.0,4.0,2.5,KERRON'S Crest,2323.0,8276.0,1994.0,1.0,223.0,0.0,Active,RMLS,18341750,45.44442182481303,-122.826186975187
1960,MLS Listing,Single Family Residential,Portland,OR,97236.0,518750.0,3.0,2.5,Portland Southeast,2557.0,8276.0,2018.0,152.0,203.0,50.0,Active,RMLS,18260962,45.47459288601026,-122.48760211398977
1961,MLS Listing,Single Family Residential,Portland,OR,97236.0,518750.0,3.0,2.5,Portland Southeast,2557.0,7405.0,2018.0,9.0,203.0,50.0,Active,RMLS,18077788,45.45382107293894,-122.50777892706104
1962,New Construction Home,Single Family Residential,Portland,OR,97236.0,518750.0,3.0,2.5,Peach Tree Meadows,2557.0,6969.0,2018.0,149.0,203.0,0.0,Active,NewHomeSource.com,1443106,45.460393425574544,-122.50120657442544
1963,MLS Listing,Single Family Residential,Portland,OR,97211.0,519000.0,3.0,2.5,WOODLAWN,1921.0,4791.0,1923.0,6.0,270.0,0.0,Active,RMLS,18428623,45.55129340752801,-122.677686492472
1964,MLS Listing,Single Family Residential,Portland,OR,97202.0,519500.0,2.0,1.0,Portland Southeast,2498.0,6098.0,1946.0,65.0,208.0,0.0,Active,RMLS,18656163,45.4881879778446,-122.6135900221554
1965,MLS Listing,Single Family Residential,Portland,OR,97225.0,519500.0,3.0,2.5,"Portland West, Raleigh Hills",1822.0,7405.0,1989.0,69.0,285.0,0.0,Active,RMLS,18117683,45.51323292673699,-122.746434973263
1966,MLS Listing,Condo/Co-op,Portland,OR,97209.0,519900.0,1.0,1.5,THE CASEY / PEARL DISTRICT,1029.0,6969.0,2007.0,10.0,505.0,675.0,Active,RMLS,18060869,45.50777987127761,-122.7009747287224
1967,MLS Listing,Condo/Co-op,Portland,OR,97209.0,519900.0,1.0,1.5,Pearl District/WaterfrontPearl,876.0,6969.0,2007.0,77.0,593.0,454.0,Active,RMLS,18378392,45.53840341321313,-122.67236948678688
1968,MLS Listing,Single Family Residential,Portland,OR,97219.0,519900.0,4.0,2.5,Capitol Hill,2195.0,4791.0,1977.0,22.0,237.0,0.0,Active,RMLS,18289321,45.48387832794068,-122.68133707205934
1969,MLS Listing,Single Family Residential,Tigard,OR,97223.0,519900.0,4.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2334.0,5662.0,2007.0,16.0,223.0,0.0,Active,RMLS,18363380,45.43492086075624,-122.77226573924376
1970,MLS Listing,Single Family Residential,Portland,OR,97219.0,519900.0,4.0,2.5,SOUTH BURLINGAME,2152.0,4791.0,1939.0,90.0,242.0,0.0,Active,RMLS,18005737,45.48439990716801,-122.671519092832
1971,MLS Listing,Condo/Co-op,Portland,OR,97215.0,519900.0,3.0,2.5,MT TABOR,1700.0,6969.0,2018.0,181.0,306.0,16.0,Active,RMLS,18069829,45.51612998736122,-122.59639001263878
1972,MLS Listing,Condo/Co-op,Portland,OR,97209.0,519900.0,1.0,1.0,THE PEARL DISTRICT,1004.0,6969.0,2005.0,63.0,518.0,427.0,Active,RMLS,18173171,45.5238511726204,-122.68212052737962
1973,MLS Listing,Single Family Residential,Portland,OR,97229.0,519995.0,3.0,2.5,ORCHARDS AT ABBEY CREEK,2062.0,6969.0,2018.0,9.0,252.0,55.0,Active,RMLS,18038013,45.50336900303722,-122.68405088831976
1974,MLS Listing,Condo/Co-op,Portland,OR,97201.0,520000.0,2.0,2.0,"Portland West, Raleigh Hills",2062.0,6969.0,1980.0,192.0,252.0,1013.0,Active,RMLS,18512515,45.50387850909102,-122.68225669090896
1975,MLS Listing,Single Family Residential,Portland,OR,97217.0,520000.0,5.0,2.0,Dahlke Add,2016.0,6969.0,1968.0,20.0,258.0,0.0,Active,RMLS,18561880,45.57944770419097,-122.711752395809
1976,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97213.0,520000.0,4.0,2.0,Rose City,1784.0,6969.0,1927.0,28.0,291.0,0.0,Active,RMLS,18619807,45.540267368609,-122.605144031391
1977,MLS Listing,Single Family Residential,Portland,OR,97202.0,520000.0,2.0,1.5,EASTMORELAND,2251.0,5662.0,1925.0,141.0,231.0,0.0,Active,RMLS,17160717,45.5059655601558,-122.5876846398442
1978,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,520000.0,5.0,3.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",3416.0,39204.0,1988.0,18.0,152.0,0.0,Active,RMLS,18356755,45.395870969193616,-122.6020480308064
1979,MLS Listing,Single Family Residential,Portland,OR,97215.0,523000.0,3.0,1.0,Portland Southeast,1645.0,3920.0,1913.0,1.0,318.0,0.0,Active,RMLS,18426016,45.52866789418465,-122.60034600581535
1980,MLS Listing,Single Family Residential,Portland,OR,97219.0,524000.0,3.0,2.0,WEST PORTLAND PARK,2248.0,10018.0,1988.0,73.0,233.0,0.0,Active,RMLS,18611197,45.42671054752472,-122.73544005247528
1981,MLS Listing,Condo/Co-op,Portland,OR,97239.0,524000.0,2.0,2.5,"Portland West, Raleigh Hills",1710.0,6969.0,1981.0,154.0,306.0,437.0,Active,RMLS,18283187,45.53372236922743,-122.62897943077256
1982,MLS Listing,Single Family Residential,Portland,OR,97229.0,524000.0,5.0,3.0,NW Washington Co or Sauvie Island,2429.0,5662.0,1996.0,78.0,216.0,0.0,Active,RMLS,18589169,45.56116993475023,-122.83087426524976
1983,MLS Listing,Single Family Residential,Portland,OR,97214.0,524500.0,3.0,2.0,SUNNYSIDE / HAWTHORNE,2056.0,4791.0,1926.0,13.0,255.0,0.0,Active,RMLS,18367479,45.52654480361806,-122.61492009638197
1984,MLS Listing,Single Family Residential,Portland,OR,97231.0,524800.0,4.0,3.0,Whitwood Court,3876.0,10018.0,1928.0,111.0,135.0,0.0,Active,RMLS,18606754,45.59420509810791,-122.76383040189206
1985,MLS Listing,Single Family Residential,Portland,OR,97236.0,524900.0,3.0,2.0,Portland Southeast,2106.0,55756.0,1951.0,63.0,249.0,0.0,Active,RMLS,18433985,45.47478311997308,-122.48670478002694
1986,MLS Listing,Single Family Residential,Portland,OR,97213.0,524900.0,4.0,1.0,Portland Northeast,2174.0,4356.0,1945.0,66.0,241.0,0.0,Active,RMLS,18275418,45.544726151986445,-122.60046774801356
1987,MLS Listing,Single Family Residential,Portland,OR,97214.0,524900.0,3.0,2.0,SUNNYSIDE / BELMONT,2051.0,1306.0,1912.0,1.0,256.0,0.0,Active,RMLS,18600921,45.53842385853574,-122.60227724146426
1988,MLS Listing,Townhouse,Portland,OR,97212.0,524900.0,3.0,3.5,IRVINGTON PARK,1687.0,6969.0,2007.0,75.0,311.0,198.0,Active,RMLS,18528119,45.542979828682014,-122.661948471318
1989,MLS Listing,Single Family Residential,Portland,OR,97217.0,524900.0,6.0,3.0,Portland North,2287.0,6969.0,1921.0,56.0,230.0,0.0,Active,RMLS,18210462,45.60297209822879,-122.6526950017712
1990,MLS Listing,Single Family Residential,Portland,OR,97230.0,524900.0,7.0,3.0,Portland Northeast,2800.0,8276.0,1964.0,132.0,187.0,0.0,Active,RMLS,18480400,45.519383367225394,-122.4852767327746
1991,MLS Listing,Condo/Co-op,Portland,OR,97209.0,524900.0,1.0,1.0,"Portland West, Raleigh Hills",812.0,6969.0,2004.0,9.0,646.0,312.0,Active,RMLS,18424552,45.57543807939418,-122.63713762060584
1992,MLS Listing,Single Family Residential,Portland,OR,97219.0,524900.0,4.0,2.5,ARNOLD CREEK,1992.0,6969.0,1994.0,35.0,264.0,0.0,Active,RMLS,18662042,45.4307987572928,-122.7016632427072
1994,MLS Listing,Single Family Residential,Portland,OR,97217.0,524900.0,3.0,2.5,OVERLOOK,2109.0,4791.0,1932.0,14.0,249.0,0.0,Active,RMLS,18292287,45.56844159902874,-122.68619660097129
1995,MLS Listing,Single Family Residential,Portland,OR,97220.0,524900.0,4.0,2.0,Portland Northeast,1968.0,9583.0,2018.0,41.0,267.0,0.0,Active,RMLS,18469818,45.59133653540506,-122.50650846459492
1996,MLS Listing,Single Family Residential,Portland,OR,97217.0,524950.0,4.0,2.0,PIEDMONT,2418.0,4791.0,1915.0,63.0,217.0,0.0,Active,RMLS,18516333,45.56929094606722,-122.68449645393278
1997,MLS Listing,Single Family Residential,Portland,OR,97214.0,524989.0,4.0,3.0,Portland Southeast,1843.0,2178.0,1906.0,34.0,285.0,0.0,Active,RMLS,18199366,45.50817182565709,-122.6578505743429
1999,MLS Listing,Single Family Residential,Portland,OR,97229.0,524995.0,4.0,2.5,ABBEY CREEK IN BETHANY,2167.0,3920.0,2018.0,20.0,242.0,34.0,Active,RMLS,18592639,45.58220192387,-122.84302117612998
2000,MLS Listing,Single Family Residential,Portland,OR,97217.0,525000.0,4.0,3.5,PIEDMONT,2034.0,1742.0,2013.0,225.0,258.0,0.0,Active,RMLS,18031108,45.58535511542658,-122.6599457845734
2001,MLS Listing,Single Family Residential,Portland,OR,97233.0,525000.0,2.0,1.5,Portland Southeast,2912.0,14810.0,1954.0,2.0,180.0,0.0,Active,RMLS,18020246,45.54305529769091,-122.4872790023091
2002,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97236.0,525000.0,7.0,6.0,POWELLHURST - GILBERT,3618.0,6969.0,1999.0,253.0,145.0,0.0,Active,RMLS,18019146,45.52889985426604,-122.50661134573396
2003,MLS Listing,Condo/Co-op,Portland,OR,97201.0,525000.0,2.0,2.0,Madison Tower,2062.0,6969.0,1980.0,57.0,255.0,902.0,Active,RMLS,18103699,45.52364963449814,-122.66244566550186
2004,MLS Listing,Single Family Residential,Portland,OR,97203.0,525000.0,3.0,3.0,Portland North,2213.0,4356.0,1997.0,34.0,237.0,0.0,Active,RMLS,18592874,45.62614764173988,-122.73473255826012
2005,MLS Listing,Single Family Residential,Portland,OR,97221.0,525000.0,3.0,2.5,BRIDLEMILE/SW Portland,2487.0,14810.0,1951.0,38.0,211.0,0.0,Active,RMLS,18452661,45.51377761051658,-122.7071611894834
2006,MLS Listing,Condo/Co-op,Portland,OR,97239.0,525000.0,1.0,1.0,"Portland West, Raleigh Hills",1205.0,6969.0,2006.0,31.0,436.0,572.0,Active,RMLS,18146465,45.50521794082861,-122.66203015917138
2007,MLS Listing,Single Family Residential,Portland,OR,97219.0,525000.0,4.0,3.0,"Portland West, Raleigh Hills",2564.0,4356.0,2004.0,4.0,205.0,60.0,Active,RMLS,18529842,45.45460416509415,-122.71561213490584
2008,MLS Listing,Single Family Residential,Portland,OR,97219.0,525000.0,5.0,3.0,SW PORTLAND/ASH CREEK,3200.0,4791.0,1978.0,10.0,164.0,0.0,Active,RMLS,18138342,45.46276896432846,-122.72706753567157
2009,MLS Listing,Condo/Co-op,Portland,OR,97209.0,525000.0,1.0,1.5,PEARL DISTRICT/METROPOLITAN,874.0,6969.0,2006.0,104.0,601.0,390.0,Active,RMLS,18391189,45.5577522981004,-122.6550074018996
2011,MLS Listing,Single Family Residential,Portland,OR,97202.0,525000.0,3.0,2.0,Sellwood,2002.0,4791.0,1922.0,45.0,262.0,0.0,Active,RMLS,18379901,45.468259888217005,-122.647456611783
2012,MLS Listing,Condo/Co-op,Portland,OR,97217.0,525000.0,2.0,2.0,WATERSIDE,1855.0,6969.0,2006.0,48.0,283.0,500.0,Active,RMLS,18476004,45.621534485213495,-122.66290391478653
2013,MLS Listing,Single Family Residential,Portland,OR,97220.0,525000.0,7.0,3.0,MADISON SOUTH,3963.0,8712.0,1947.0,83.0,132.0,0.0,Active,RMLS,18691115,45.55316795624989,-122.56820954375011
2015,MLS Listing,Condo/Co-op,Portland,OR,97217.0,525000.0,3.0,3.5,Mississippi Commons,1420.0,6969.0,2018.0,14.0,370.0,116.0,Active,RMLS,18289156,45.577104205911375,-122.65400839408862
2016,MLS Listing,Single Family Residential,Portland,OR,97217.0,525000.0,4.0,2.5,Portland North,2410.0,5662.0,1942.0,28.0,218.0,0.0,Active,RMLS,18116619,45.59031692591023,-122.68816357408976
2017,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,525000.0,5.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1627.0,15245.0,1971.0,14.0,323.0,0.0,Active,RMLS,18390804,45.43550495980914,-122.62412384019086
2018,MLS Listing,Condo/Co-op,Portland,OR,97209.0,525000.0,3.0,1.0,Wickersham,1283.0,6969.0,1910.0,133.0,409.0,674.0,Active,RMLS,18259890,45.53782135302461,-122.6771115469754
2019,MLS Listing,Townhouse,Portland,OR,97239.0,525000.0,3.0,2.5,HOMESTEAD,2592.0,1742.0,1999.0,34.0,203.0,150.0,Active,RMLS,18387413,45.52887322156455,-122.64200667843546
2020,MLS Listing,Single Family Residential,Portland,OR,97229.0,525000.0,3.0,2.0,Springridge,1619.0,9583.0,1979.0,75.0,324.0,12.0,Active,RMLS,18651987,45.60402223365227,-122.84143876634772
2021,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,525000.0,4.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2596.0,15681.0,1930.0,1.0,202.0,0.0,Active,RMLS,18215929,45.44814551997826,-122.61844518002177
2022,MLS Listing,Single Family Residential,Portland,OR,97217.0,525000.0,4.0,2.0,OVERLOOK,2118.0,4791.0,1949.0,7.0,248.0,0.0,Active,RMLS,18627937,45.600764839470855,-122.64368356052915
2023,MLS Listing,Condo/Co-op,Portland,OR,97202.0,525000.0,2.0,2.0,Sellwood,1342.0,6969.0,2001.0,29.0,391.0,524.0,Active,RMLS,18451922,45.47327163937368,-122.65416116062632
2024,MLS Listing,Single Family Residential,Portland,OR,97266.0,525000.0,2.0,1.0,Portland Southeast,904.0,23086.0,1946.0,63.0,581.0,0.0,Active,RMLS,18466402,45.5139139346155,-122.5303330653845
2025,MLS Listing,Single Family Residential,Portland,OR,97211.0,525900.0,3.0,2.0,Portland Northeast,2292.0,6098.0,1929.0,34.0,229.0,0.0,Active,RMLS,18047709,45.56195237157378,-122.6515341284262
2026,MLS Listing,Single Family Residential,Tigard,OR,97224.0,528000.0,4.0,2.5,ARBOR POINTE,2466.0,5227.0,2006.0,13.0,214.0,125.0,Active,RMLS,18346063,45.43540545852011,-122.82317564147988
2028,MLS Listing,Single Family Residential,Portland,OR,97217.0,529000.0,3.0,2.5,PIEDMONT,1647.0,6969.0,2018.0,113.0,321.0,0.0,Active,RMLS,18026368,45.575788935803374,-122.67784576419662
2029,MLS Listing,Single Family Residential,Portland,OR,97202.0,529000.0,4.0,3.0,Portland Southeast,2552.0,5662.0,1904.0,99.0,207.0,0.0,Active,RMLS,18476362,45.48578102805405,-122.66690497194594
2030,MLS Listing,Single Family Residential,Portland,OR,97223.0,529000.0,3.0,3.0,"Portland West, Raleigh Hills",3340.0,19166.0,1957.0,69.0,158.0,0.0,Active,RMLS,18696323,45.47877126629435,-122.74466493370566
2031,MLS Listing,Single Family Residential,Portland,OR,97217.0,529000.0,3.0,2.0,Portland North,2580.0,5227.0,1941.0,7.0,205.0,0.0,Active,RMLS,18591702,45.553799504351,-122.689484795649
2032,MLS Listing,Single Family Residential,Portland,OR,97236.0,529000.0,4.0,3.0,CEDAR BRIDGE ESTATES,3451.0,9147.0,2004.0,35.0,153.0,0.0,Active,RMLS,18058515,45.49192478010635,-122.49721001989364
2033,MLS Listing,Single Family Residential,Portland,OR,97211.0,529000.0,3.0,2.0,CONCORDIA / ALBERTA ARTS,2858.0,4791.0,1951.0,73.0,185.0,0.0,Active,RMLS,18021702,45.56510987108501,-122.64467832891498
2034,MLS Listing,Single Family Residential,Portland,OR,97212.0,529000.0,2.0,1.0,ALAMEDA / BEAUMONT,1524.0,5662.0,1926.0,64.0,347.0,0.0,Active,RMLS,18587436,45.55412391307381,-122.61760908692618
2035,MLS Listing,Condo/Co-op,Portland,OR,97209.0,529000.0,2.0,2.0,Pearl District/Lexis,1203.0,6969.0,2004.0,91.0,440.0,539.0,Active,RMLS,18317946,45.52380217479914,-122.68834392520084
2036,MLS Listing,Single Family Residential,Portland,OR,97239.0,529000.0,3.0,2.5,"Bridlemile, Albert Kelly Park",1532.0,8712.0,1964.0,35.0,345.0,0.0,Active,RMLS,18213899,45.49013872022648,-122.70768187977352
2037,MLS Listing,Single Family Residential,Portland,OR,97232.0,529000.0,2.0,1.0,Kerns Laurelhurst,1965.0,4791.0,1919.0,45.0,269.0,0.0,Active,RMLS,18366818,45.52609350368041,-122.63653839631958
2038,MLS Listing,Single Family Residential,Portland,OR,97215.0,529100.0,3.0,1.0,MT. TABOR,2041.0,4791.0,1924.0,48.0,259.0,0.0,Active,RMLS,18478804,45.50339423139821,-122.5963770686018
2039,MLS Listing,Single Family Residential,Portland,OR,97225.0,529900.0,3.0,2.0,"Portland West, Raleigh Hills",1807.0,10454.0,1940.0,90.0,293.0,0.0,Active,RMLS,18595931,45.54936749087179,-122.70591590912822
2040,MLS Listing,Single Family Residential,Portland,OR,97213.0,529900.0,2.0,1.0,ROSE CITY,2377.0,4791.0,1920.0,10.0,223.0,0.0,Active,RMLS,18672428,45.58410894686243,-122.55867445313756
2041,MLS Listing,Single Family Residential,Portland,OR,97217.0,529900.0,3.0,2.0,Piedmont,2383.0,3920.0,1925.0,137.0,222.0,0.0,Active,RMLS,18408706,45.55648622092913,-122.67908067907086
2042,MLS Listing,Condo/Co-op,Portland,OR,97209.0,529900.0,1.0,1.5,The Henry / Pearl District,960.0,6969.0,2004.0,7.0,552.0,541.0,Active,RMLS,18541245,45.53126101757055,-122.67414098242944
2043,MLS Listing,Single Family Residential,Portland,OR,97223.0,529900.0,4.0,2.5,"Portland West, Raleigh Hills",3032.0,8276.0,1959.0,14.0,175.0,0.0,Active,RMLS,18676840,45.46209594589581,-122.7793632541042
2044,MLS Listing,Single Family Residential,Portland,OR,97215.0,529900.0,5.0,3.0,Montavilla / Mt Tabor,2580.0,5662.0,1910.0,48.0,205.0,0.0,Active,RMLS,18465802,45.546313056166895,-122.55165384383312
2045,MLS Listing,Single Family Residential,Portland,OR,97225.0,529900.0,3.0,2.5,West Haven Park,2070.0,2178.0,2018.0,189.0,256.0,45.0,Active,RMLS,18312442,45.523192734591085,-122.76237626540892
2046,MLS Listing,Single Family Residential,Portland,OR,97230.0,529950.0,4.0,2.5,SANDSTONE,2983.0,10018.0,1989.0,84.0,178.0,0.0,Active,RMLS,18335086,45.48870773275857,-122.53871146724144
2048,MLS Listing,Single Family Residential,Portland,OR,97229.0,529995.0,4.0,2.5,ORCHARDS AT ABBEY CREEK,2301.0,6969.0,2018.0,10.0,230.0,55.0,Active,RMLS,18062133,45.49017590123528,-122.6972439901217
2049,MLS Listing,Single Family Residential,Portland,OR,97229.0,529999.0,4.0,2.5,NW Washington Co or Sauvie Island,2544.0,3049.0,2006.0,41.0,208.0,69.0,Active,RMLS,18292112,45.5454216396803,-122.7851710603197
2050,MLS Listing,Single Family Residential,Portland,OR,97229.0,530000.0,3.0,2.5,NW Washington Co or Sauvie Island,2271.0,3920.0,2002.0,101.0,233.0,20.0,Active,RMLS,18021426,45.56700622076121,-122.7909798792388
2051,MLS Listing,Single Family Residential,Portland,OR,97206.0,530000.0,4.0,2.0,Portland Southeast,2400.0,5662.0,1955.0,1.0,221.0,0.0,Active,RMLS,18336395,45.51907229117566,-122.59272700882434
2052,MLS Listing,Single Family Residential,Portland,OR,97230.0,530000.0,4.0,3.0,Argay Terrace / Parkrose,2832.0,7840.0,1963.0,7.0,187.0,0.0,Active,RMLS,18114042,45.56311950896945,-122.50921689103056
2053,MLS Listing,Single Family Residential,Portland,OR,97236.0,530000.0,4.0,2.5,Portland Southeast,3158.0,9147.0,2005.0,71.0,168.0,0.0,Active,RMLS,18243995,45.4726907656428,-122.5171519343572
2054,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97220.0,530000.0,6.0,2.0,Portland Northeast,2478.0,6969.0,1996.0,1.0,214.0,0.0,Active,RMLS,18243316,45.53474629197867,-122.56352980802134
2055,MLS Listing,Single Family Residential,Portland,OR,97218.0,532000.0,5.0,2.0,CULLY,3180.0,15245.0,1945.0,27.0,167.0,0.0,Active,RMLS,18152299,45.56224646603241,-122.60992783396756
2056,MLS Listing,Single Family Residential,Portland,OR,97225.0,534900.0,3.0,2.0,"Portland West, Raleigh Hills",2600.0,11761.0,1960.0,92.0,206.0,0.0,Active,RMLS,18207152,45.52193211943397,-122.73590988056604
2057,MLS Listing,Single Family Residential,Portland,OR,97229.0,535000.0,4.0,3.0,KAISER WOODS,2418.0,5227.0,1997.0,7.0,221.0,13.0,Active,RMLS,18015685,45.56701573256078,-122.82482716743922
2058,MLS Listing,Townhouse,Portland,OR,97203.0,535000.0,3.0,3.5,CATHEDRAL PARK,1523.0,871.0,2018.0,20.0,351.0,0.0,Active,RMLS,18671164,45.605354187513136,-122.74348391248688
2059,MLS Listing,Single Family Residential,Portland,OR,97206.0,535000.0,4.0,2.0,SOUTH TABOR,2430.0,6098.0,1930.0,7.0,220.0,0.0,Active,RMLS,18346944,45.50905971593068,-122.58110088406931
2060,MLS Listing,Single Family Residential,Portland,OR,97214.0,535000.0,3.0,2.0,HAWTHORNE,2489.0,3049.0,1912.0,76.0,215.0,0.0,Active,RMLS,18032134,45.50634520049693,-122.62462309950308
2061,MLS Listing,Condo/Co-op,Portland,OR,97209.0,535000.0,1.0,1.0,Pearl/Pinnacle,936.0,6969.0,2004.0,6.0,572.0,366.0,Active,RMLS,18060997,45.54641944570872,-122.66623985429128
2062,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,539000.0,5.0,3.0,MILWAUKIE HEIGHTS,3240.0,4791.0,1911.0,92.0,166.0,0.0,Active,RMLS,18323293,45.45065487310536,-122.60923352689464
2063,MLS Listing,Single Family Residential,Portland,OR,97214.0,539000.0,3.0,3.5,Portland Northeast,2354.0,4791.0,1950.0,322.0,229.0,0.0,Active,RMLS,17176822,45.527677614676925,-122.62467408532308
2064,MLS Listing,Single Family Residential,Portland,OR,97212.0,539000.0,3.0,2.0,Portland Northeast,2715.0,3920.0,1900.0,35.0,199.0,0.0,Active,RMLS,18200753,45.5484989829651,-122.6494839170349
2065,MLS Listing,Single Family Residential,Portland,OR,97217.0,539000.0,5.0,3.5,Portland North,2420.0,4791.0,1929.0,31.0,223.0,0.0,Active,RMLS,18112952,45.58371534596393,-122.67500035403606
2066,MLS Listing,Single Family Residential,Tigard,OR,97224.0,539000.0,5.0,4.0,Summit Ridge 5,2949.0,5662.0,2016.0,78.0,183.0,0.0,Active,RMLS,18225445,45.41463845321292,-122.80586744678708
2067,MLS Listing,Single Family Residential,Portland,OR,97206.0,539000.0,3.0,2.5,Portland Southeast,2302.0,3049.0,2018.0,15.0,234.0,0.0,Active,RMLS,18294835,45.48966828598599,-122.59977951401405
2068,MLS Listing,Single Family Residential,Portland,OR,97266.0,539000.0,3.0,2.5,Portland Southeast,2741.0,24829.0,1996.0,104.0,197.0,0.0,Active,RMLS,18279800,45.47618262519278,-122.53217387480724
2069,MLS Listing,Single Family Residential,Portland,OR,97206.0,539500.0,3.0,2.5,Woodstock,2374.0,3049.0,2018.0,22.0,227.0,0.0,Active,RMLS,18036942,45.48569964694741,-122.6028954530526
2070,MLS Listing,Single Family Residential,Portland,OR,97206.0,539900.0,4.0,2.0,Creston / Woodstock,2204.0,6098.0,1951.0,70.0,245.0,0.0,Active,RMLS,18201595,45.4887813945201,-122.6145981054799
2071,MLS Listing,Condo/Co-op,Portland,OR,97239.0,539900.0,2.0,3.5,"Portland West, Raleigh Hills",2218.0,6969.0,2016.0,64.0,243.0,111.0,Active,RMLS,18164206,45.524282970898,-122.65547102910202
2072,MLS Listing,Single Family Residential,Portland,OR,97206.0,539900.0,4.0,2.5,Portland Southeast,2109.0,6969.0,2018.0,22.0,256.0,0.0,Active,RMLS,18112429,45.49672487435817,-122.58873562564185
